Group,Representation,Name,Section
People-Body,🏃🏾‍♀️,woman running medium-dark skin tone,E4.0
People-Body,🏃🏿‍♀️,woman running dark skin tone,E4.0
People-Body,🏃‍➡️,person running facing right,E15.1
People-Body,🏃🏻‍➡️,person running facing right light skin tone,E15.1
People-Body,🏃🏼‍➡️,person running facing right medium-light skin tone,E15.1
People-Body,🏃🏽‍➡️,person running facing right medium skin tone,E15.1
People-Body,🏃🏾‍➡️,person running facing right medium-dark skin tone,E15.1
People-Body,🏃🏿‍➡️,person running facing right dark skin tone,E15.1
People-Body,🏃‍♀️‍➡️,woman running facing right,E15.1
People-Body,🏃🏻‍♀️‍➡️,woman running facing right light skin tone,E15.1
People-Body,🏃🏼‍♀️‍➡️,woman running facing right medium-light skin tone,E15.1
People-Body,🏃🏽‍♀️‍➡️,woman running facing right medium skin tone,E15.1
People-Body,🏃🏾‍♀️‍➡️,woman running facing right medium-dark skin tone,E15.1
People-Body,🏃🏿‍♀️‍➡️,woman running facing right dark skin tone,E15.1
People-Body,🏃‍♂️‍➡️,man running facing right,E15.1
People-Body,🏃🏻‍♂️‍➡️,man running facing right light skin tone,E15.1
People-Body,🏃🏼‍♂️‍➡️,man running facing right medium-light skin tone,E15.1
People-Body,🏃🏽‍♂️‍➡️,man running facing right medium skin tone,E15.1
People-Body,🏃🏾‍♂️‍➡️,man running facing right medium-dark skin tone,E15.1
People-Body,🏃🏿‍♂️‍➡️,man running facing right dark skin tone,E15.1
People-Body,💃,woman dancing,E0.6
People-Body,💃🏻,woman dancing light skin tone,E1.0
People-Body,💃🏼,woman dancing medium-light skin tone,E1.0
People-Body,💃🏽,woman dancing medium skin tone,E1.0
People-Body,💃🏾,woman dancing medium-dark skin tone,E1.0
People-Body,💃🏿,woman dancing dark skin tone,E1.0
People-Body,🕺,man dancing,E3.0
People-Body,🕺🏻,man dancing light skin tone,E3.0
People-Body,🕺🏼,man dancing medium-light skin tone,E3.0
People-Body,🕺🏽,man dancing medium skin tone,E3.0
People-Body,🕺🏾,man dancing medium-dark skin tone,E3.0
People-Body,🕺🏿,man dancing dark skin tone,E3.0
People-Body,🕴️,person in suit levitating,E0.7
People-Body,🕴🏻,person in suit levitating light skin tone,E4.0
People-Body,🕴🏼,person in suit levitating medium-light skin tone,E4.0
People-Body,🕴🏽,person in suit levitating medium skin tone,E4.0
People-Body,🕴🏾,person in suit levitating medium-dark skin tone,E4.0
People-Body,🕴🏿,person in suit levitating dark skin tone,E4.0
People-Body,👯,people with bunny ears,E0.6
People-Body,👯‍♂️,men with bunny ears,E4.0
People-Body,👯‍♀️,women with bunny ears,E4.0
People-Body,🧖,person in steamy room,E5.0
People-Body,🧖🏻,person in steamy room light skin tone,E5.0
People-Body,🧖🏼,person in steamy room medium-light skin tone,E5.0
People-Body,🧖🏽,person in steamy room medium skin tone,E5.0
People-Body,🧖🏾,person in steamy room medium-dark skin tone,E5.0
People-Body,🧖🏿,person in steamy room dark skin tone,E5.0
People-Body,🧖‍♂️,man in steamy room,E5.0
People-Body,🧖🏻‍♂️,man in steamy room light skin tone,E5.0
People-Body,🧖🏼‍♂️,man in steamy room medium-light skin tone,E5.0
People-Body,🧖🏽‍♂️,man in steamy room medium skin tone,E5.0
People-Body,🧖🏾‍♂️,man in steamy room medium-dark skin tone,E5.0
People-Body,🧖🏿‍♂️,man in steamy room dark skin tone,E5.0
People-Body,🧖‍♀️,woman in steamy room,E5.0
People-Body,🧖🏻‍♀️,woman in steamy room light skin tone,E5.0
People-Body,🧖🏼‍♀️,woman in steamy room medium-light skin tone,E5.0
People-Body,🧖🏽‍♀️,woman in steamy room medium skin tone,E5.0
People-Body,🧖🏾‍♀️,woman in steamy room medium-dark skin tone,E5.0
People-Body,🧖🏿‍♀️,woman in steamy room dark skin tone,E5.0
People-Body,🧗,person climbing,E5.0
People-Body,🧗🏻,person climbing light skin tone,E5.0
People-Body,🧗🏼,person climbing medium-light skin tone,E5.0
People-Body,🧗🏽,person climbing medium skin tone,E5.0
People-Body,🧗🏾,person climbing medium-dark skin tone,E5.0
People-Body,🧗🏿,person climbing dark skin tone,E5.0
People-Body,🧗‍♂️,man climbing,E5.0
People-Body,🧗🏻‍♂️,man climbing light skin tone,E5.0
People-Body,🧗🏼‍♂️,man climbing medium-light skin tone,E5.0
People-Body,🧗🏽‍♂️,man climbing medium skin tone,E5.0
People-Body,🧗🏾‍♂️,man climbing medium-dark skin tone,E5.0
People-Body,🧗🏿‍♂️,man climbing dark skin tone,E5.0
People-Body,🧗‍♀️,woman climbing,E5.0
People-Body,🧗🏻‍♀️,woman climbing light skin tone,E5.0
People-Body,🧗🏼‍♀️,woman climbing medium-light skin tone,E5.0
People-Body,🧗🏽‍♀️,woman climbing medium skin tone,E5.0
People-Body,🧗🏾‍♀️,woman climbing medium-dark skin tone,E5.0
People-Body,🧗🏿‍♀️,woman climbing dark skin tone,E5.0
People-Body,🤺,person fencing,E3.0
People-Body,🏇,horse racing,E1.0
People-Body,🏇🏻,horse racing light skin tone,E1.0
People-Body,🏇🏼,horse racing medium-light skin tone,E1.0
People-Body,🏇🏽,horse racing medium skin tone,E1.0
People-Body,🏇🏾,horse racing medium-dark skin tone,E1.0
People-Body,🏇🏿,horse racing dark skin tone,E1.0
People-Body,⛷️,skier,E0.7
People-Body,🏂,snowboarder,E0.6
People-Body,🏂🏻,snowboarder light skin tone,E1.0
People-Body,🏂🏼,snowboarder medium-light skin tone,E1.0
People-Body,🏂🏽,snowboarder medium skin tone,E1.0
People-Body,🏂🏾,snowboarder medium-dark skin tone,E1.0
People-Body,🏂🏿,snowboarder dark skin tone,E1.0
People-Body,🏌️,person golfing,E0.7
People-Body,🏌🏻,person golfing light skin tone,E4.0
People-Body,🏌🏼,person golfing medium-light skin tone,E4.0
People-Body,🏌🏽,person golfing medium skin tone,E4.0
People-Body,🏌🏾,person golfing medium-dark skin tone,E4.0
People-Body,🏌🏿,person golfing dark skin tone,E4.0
People-Body,🏌️‍♂️,man golfing,E4.0
People-Body,🏌🏻‍♂️,man golfing light skin tone,E4.0
People-Body,🏌🏼‍♂️,man golfing medium-light skin tone,E4.0
People-Body,🏌🏽‍♂️,man golfing medium skin tone,E4.0
People-Body,🏌🏾‍♂️,man golfing medium-dark skin tone,E4.0
People-Body,🏌🏿‍♂️,man golfing dark skin tone,E4.0
People-Body,🏌️‍♀️,woman golfing,E4.0
People-Body,🏌🏻‍♀️,woman golfing light skin tone,E4.0
People-Body,🏌🏼‍♀️,woman golfing medium-light skin tone,E4.0
People-Body,🏌🏽‍♀️,woman golfing medium skin tone,E4.0
People-Body,🏌🏾‍♀️,woman golfing medium-dark skin tone,E4.0
People-Body,🏌🏿‍♀️,woman golfing dark skin tone,E4.0
People-Body,🏄,person surfing,E0.6
People-Body,🏄🏻,person surfing light skin tone,E1.0
People-Body,🏄🏼,person surfing medium-light skin tone,E1.0
People-Body,🏄🏽,person surfing medium skin tone,E1.0
People-Body,🏄🏾,person surfing medium-dark skin tone,E1.0
People-Body,🏄🏿,person surfing dark skin tone,E1.0
People-Body,🏄‍♂️,man surfing,E4.0
People-Body,🏄🏻‍♂️,man surfing light skin tone,E4.0
People-Body,🏄🏼‍♂️,man surfing medium-light skin tone,E4.0
People-Body,🏄🏽‍♂️,man surfing medium skin tone,E4.0
People-Body,🏄🏾‍♂️,man surfing medium-dark skin tone,E4.0
People-Body,🏄🏿‍♂️,man surfing dark skin tone,E4.0
People-Body,🏄‍♀️,woman surfing,E4.0
People-Body,🏄🏻‍♀️,woman surfing light skin tone,E4.0
People-Body,🏄🏼‍♀️,woman surfing medium-light skin tone,E4.0
People-Body,🏄🏽‍♀️,woman surfing medium skin tone,E4.0
People-Body,🏄🏾‍♀️,woman surfing medium-dark skin tone,E4.0
People-Body,🏄🏿‍♀️,woman surfing dark skin tone,E4.0
People-Body,🚣,person rowing boat,E1.0
People-Body,🚣🏻,person rowing boat light skin tone,E1.0
People-Body,🚣🏼,person rowing boat medium-light skin tone,E1.0
People-Body,🚣🏽,person rowing boat medium skin tone,E1.0
People-Body,🚣🏾,person rowing boat medium-dark skin tone,E1.0
People-Body,🚣🏿,person rowing boat dark skin tone,E1.0
People-Body,🚣‍♂️,man rowing boat,E4.0
People-Body,🚣🏻‍♂️,man rowing boat light skin tone,E4.0
People-Body,🚣🏼‍♂️,man rowing boat medium-light skin tone,E4.0
People-Body,🚣🏽‍♂️,man rowing boat medium skin tone,E4.0
People-Body,🚣🏾‍♂️,man rowing boat medium-dark skin tone,E4.0
People-Body,🚣🏿‍♂️,man rowing boat dark skin tone,E4.0
People-Body,🚣‍♀️,woman rowing boat,E4.0
People-Body,🚣🏻‍♀️,woman rowing boat light skin tone,E4.0
People-Body,🚣🏼‍♀️,woman rowing boat medium-light skin tone,E4.0
People-Body,🚣🏽‍♀️,woman rowing boat medium skin tone,E4.0
People-Body,🚣🏾‍♀️,woman rowing boat medium-dark skin tone,E4.0
People-Body,🚣🏿‍♀️,woman rowing boat dark skin tone,E4.0
People-Body,🏊,person swimming,E0.6
People-Body,🏊🏻,person swimming light skin tone,E1.0
People-Body,🏊🏼,person swimming medium-light skin tone,E1.0
People-Body,🏊🏽,person swimming medium skin tone,E1.0
People-Body,🏊🏾,person swimming medium-dark skin tone,E1.0
People-Body,🏊🏿,person swimming dark skin tone,E1.0
People-Body,🏊‍♂️,man swimming,E4.0
People-Body,🏊🏻‍♂️,man swimming light skin tone,E4.0
People-Body,🏊🏼‍♂️,man swimming medium-light skin tone,E4.0
People-Body,🏊🏽‍♂️,man swimming medium skin tone,E4.0
People-Body,🏊🏾‍♂️,man swimming medium-dark skin tone,E4.0
People-Body,🏊🏿‍♂️,man swimming dark skin tone,E4.0
People-Body,🏊‍♀️,woman swimming,E4.0
People-Body,🏊🏻‍♀️,woman swimming light skin tone,E4.0
People-Body,🏊🏼‍♀️,woman swimming medium-light skin tone,E4.0
People-Body,🏊🏽‍♀️,woman swimming medium skin tone,E4.0
People-Body,🏊🏾‍♀️,woman swimming medium-dark skin tone,E4.0
People-Body,🏊🏿‍♀️,woman swimming dark skin tone,E4.0
People-Body,⛹️,person bouncing ball,E0.7
People-Body,⛹🏻,person bouncing ball light skin tone,E2.0
People-Body,⛹🏼,person bouncing ball medium-light skin tone,E2.0
People-Body,⛹🏽,person bouncing ball medium skin tone,E2.0
People-Body,⛹🏾,person bouncing ball medium-dark skin tone,E2.0
People-Body,⛹🏿,person bouncing ball dark skin tone,E2.0
People-Body,⛹️‍♂️,man bouncing ball,E4.0
People-Body,⛹🏻‍♂️,man bouncing ball light skin tone,E4.0
People-Body,⛹🏼‍♂️,man bouncing ball medium-light skin tone,E4.0
People-Body,⛹🏽‍♂️,man bouncing ball medium skin tone,E4.0
People-Body,⛹🏾‍♂️,man bouncing ball medium-dark skin tone,E4.0
People-Body,⛹🏿‍♂️,man bouncing ball dark skin tone,E4.0
People-Body,⛹️‍♀️,woman bouncing ball,E4.0
People-Body,⛹🏻‍♀️,woman bouncing ball light skin tone,E4.0
People-Body,⛹🏼‍♀️,woman bouncing ball medium-light skin tone,E4.0
People-Body,⛹🏽‍♀️,woman bouncing ball medium skin tone,E4.0
People-Body,⛹🏾‍♀️,woman bouncing ball medium-dark skin tone,E4.0
People-Body,⛹🏿‍♀️,woman bouncing ball dark skin tone,E4.0
People-Body,🏋️,person lifting weights,E0.7
People-Body,🏋🏻,person lifting weights light skin tone,E2.0
People-Body,🏋🏼,person lifting weights medium-light skin tone,E2.0
People-Body,🏋🏽,person lifting weights medium skin tone,E2.0
People-Body,🏋🏾,person lifting weights medium-dark skin tone,E2.0
People-Body,🏋🏿,person lifting weights dark skin tone,E2.0
People-Body,🏋️‍♂️,man lifting weights,E4.0
People-Body,🏋🏻‍♂️,man lifting weights light skin tone,E4.0
People-Body,🏋🏼‍♂️,man lifting weights medium-light skin tone,E4.0
People-Body,🏋🏽‍♂️,man lifting weights medium skin tone,E4.0
People-Body,🏋🏾‍♂️,man lifting weights medium-dark skin tone,E4.0
People-Body,🏋🏿‍♂️,man lifting weights dark skin tone,E4.0
People-Body,🏋️‍♀️,woman lifting weights,E4.0
People-Body,🏋🏻‍♀️,woman lifting weights light skin tone,E4.0
People-Body,🏋🏼‍♀️,woman lifting weights medium-light skin tone,E4.0
People-Body,🏋🏽‍♀️,woman lifting weights medium skin tone,E4.0
People-Body,🏋🏾‍♀️,woman lifting weights medium-dark skin tone,E4.0
People-Body,🏋🏿‍♀️,woman lifting weights dark skin tone,E4.0
People-Body,🚴,person biking,E1.0
People-Body,🚴🏻,person biking light skin tone,E1.0
People-Body,🚴🏼,person biking medium-light skin tone,E1.0
People-Body,🚴🏽,person biking medium skin tone,E1.0
People-Body,🚴🏾,person biking medium-dark skin tone,E1.0
People-Body,🚴🏿,person biking dark skin tone,E1.0
People-Body,🚴‍♂️,man biking,E4.0
People-Body,🚴🏻‍♂️,man biking light skin tone,E4.0
People-Body,🚴🏼‍♂️,man biking medium-light skin tone,E4.0
People-Body,🚴🏽‍♂️,man biking medium skin tone,E4.0
People-Body,🚴🏾‍♂️,man biking medium-dark skin tone,E4.0
People-Body,🚴🏿‍♂️,man biking dark skin tone,E4.0
People-Body,🚴‍♀️,woman biking,E4.0
People-Body,🚴🏻‍♀️,woman biking light skin tone,E4.0
People-Body,🚴🏼‍♀️,woman biking medium-light skin tone,E4.0
People-Body,🚴🏽‍♀️,woman biking medium skin tone,E4.0
People-Body,🚴🏾‍♀️,woman biking medium-dark skin tone,E4.0
People-Body,🚴🏿‍♀️,woman biking dark skin tone,E4.0
People-Body,🚵,person mountain biking,E1.0
People-Body,🚵🏻,person mountain biking light skin tone,E1.0
People-Body,🚵🏼,person mountain biking medium-light skin tone,E1.0
People-Body,🚵🏽,person mountain biking medium skin tone,E1.0
People-Body,🚵🏾,person mountain biking medium-dark skin tone,E1.0
People-Body,🚵🏿,person mountain biking dark skin tone,E1.0
People-Body,🚵‍♂️,man mountain biking,E4.0
People-Body,🚵🏻‍♂️,man mountain biking light skin tone,E4.0
People-Body,🚵🏼‍♂️,man mountain biking medium-light skin tone,E4.0
People-Body,🚵🏽‍♂️,man mountain biking medium skin tone,E4.0
People-Body,🚵🏾‍♂️,man mountain biking medium-dark skin tone,E4.0
People-Body,🚵🏿‍♂️,man mountain biking dark skin tone,E4.0
People-Body,🚵‍♀️,woman mountain biking,E4.0
People-Body,🚵🏻‍♀️,woman mountain biking light skin tone,E4.0
People-Body,🚵🏼‍♀️,woman mountain biking medium-light skin tone,E4.0
People-Body,🚵🏽‍♀️,woman mountain biking medium skin tone,E4.0
People-Body,🚵🏾‍♀️,woman mountain biking medium-dark skin tone,E4.0
People-Body,🚵🏿‍♀️,woman mountain biking dark skin tone,E4.0
People-Body,🤸,person cartwheeling,E3.0
People-Body,🤸🏻,person cartwheeling light skin tone,E3.0
People-Body,🤸🏼,person cartwheeling medium-light skin tone,E3.0
People-Body,🤸🏽,person cartwheeling medium skin tone,E3.0
People-Body,🤸🏾,person cartwheeling medium-dark skin tone,E3.0
People-Body,🤸🏿,person cartwheeling dark skin tone,E3.0
People-Body,🤸‍♂️,man cartwheeling,E4.0
People-Body,🤸🏻‍♂️,man cartwheeling light skin tone,E4.0
People-Body,🤸🏼‍♂️,man cartwheeling medium-light skin tone,E4.0
People-Body,🤸🏽‍♂️,man cartwheeling medium skin tone,E4.0
People-Body,🤸🏾‍♂️,man cartwheeling medium-dark skin tone,E4.0
People-Body,🤸🏿‍♂️,man cartwheeling dark skin tone,E4.0
People-Body,🤸‍♀️,woman cartwheeling,E4.0
People-Body,🤸🏻‍♀️,woman cartwheeling light skin tone,E4.0
People-Body,🤸🏼‍♀️,woman cartwheeling medium-light skin tone,E4.0
People-Body,🤸🏽‍♀️,woman cartwheeling medium skin tone,E4.0
People-Body,🤸🏾‍♀️,woman cartwheeling medium-dark skin tone,E4.0
People-Body,🤸🏿‍♀️,woman cartwheeling dark skin tone,E4.0
People-Body,🤼,people wrestling,E3.0
People-Body,🤼‍♂️,men wrestling,E4.0
People-Body,🤼‍♀️,women wrestling,E4.0
People-Body,🤽,person playing water polo,E3.0
People-Body,🤽🏻,person playing water polo light skin tone,E3.0
People-Body,🤽🏼,person playing water polo medium-light skin tone,E3.0
People-Body,🤽🏽,person playing water polo medium skin tone,E3.0
People-Body,🤽🏾,person playing water polo medium-dark skin tone,E3.0
People-Body,🤽🏿,person playing water polo dark skin tone,E3.0
People-Body,🤽‍♂️,man playing water polo,E4.0
People-Body,🤽🏻‍♂️,man playing water polo light skin tone,E4.0
People-Body,🤽🏼‍♂️,man playing water polo medium-light skin tone,E4.0
People-Body,🤽🏽‍♂️,man playing water polo medium skin tone,E4.0
People-Body,🤽🏾‍♂️,man playing water polo medium-dark skin tone,E4.0
People-Body,🤽🏿‍♂️,man playing water polo dark skin tone,E4.0
People-Body,🤽‍♀️,woman playing water polo,E4.0
People-Body,🤽🏻‍♀️,woman playing water polo light skin tone,E4.0
People-Body,🤽🏼‍♀️,woman playing water polo medium-light skin tone,E4.0
People-Body,🤽🏽‍♀️,woman playing water polo medium skin tone,E4.0
People-Body,🤽🏾‍♀️,woman playing water polo medium-dark skin tone,E4.0
People-Body,🤽🏿‍♀️,woman playing water polo dark skin tone,E4.0
People-Body,🤾,person playing handball,E3.0
People-Body,🤾🏻,person playing handball light skin tone,E3.0
People-Body,🤾🏼,person playing handball medium-light skin tone,E3.0
People-Body,🤾🏽,person playing handball medium skin tone,E3.0
People-Body,🤾🏾,person playing handball medium-dark skin tone,E3.0
People-Body,🤾🏿,person playing handball dark skin tone,E3.0
People-Body,🤾‍♂️,man playing handball,E4.0
People-Body,🤾🏻‍♂️,man playing handball light skin tone,E4.0
People-Body,🤾🏼‍♂️,man playing handball medium-light skin tone,E4.0
People-Body,🤾🏽‍♂️,man playing handball medium skin tone,E4.0
People-Body,🤾🏾‍♂️,man playing handball medium-dark skin tone,E4.0
People-Body,🤾🏿‍♂️,man playing handball dark skin tone,E4.0
People-Body,🤾‍♀️,woman playing handball,E4.0
People-Body,🤾🏻‍♀️,woman playing handball light skin tone,E4.0
People-Body,🤾🏼‍♀️,woman playing handball medium-light skin tone,E4.0
People-Body,🤾🏽‍♀️,woman playing handball medium skin tone,E4.0
People-Body,🤾🏾‍♀️,woman playing handball medium-dark skin tone,E4.0
People-Body,🤾🏿‍♀️,woman playing handball dark skin tone,E4.0
People-Body,🤹,person juggling,E3.0
People-Body,🤹🏻,person juggling light skin tone,E3.0
People-Body,🤹🏼,person juggling medium-light skin tone,E3.0
People-Body,🤹🏽,person juggling medium skin tone,E3.0
People-Body,🤹🏾,person juggling medium-dark skin tone,E3.0
People-Body,🤹🏿,person juggling dark skin tone,E3.0
People-Body,🤹‍♂️,man juggling,E4.0
People-Body,🤹🏻‍♂️,man juggling light skin tone,E4.0
People-Body,🤹🏼‍♂️,man juggling medium-light skin tone,E4.0
People-Body,🤹🏽‍♂️,man juggling medium skin tone,E4.0
People-Body,🤹🏾‍♂️,man juggling medium-dark skin tone,E4.0
People-Body,🤹🏿‍♂️,man juggling dark skin tone,E4.0
People-Body,🤹‍♀️,woman juggling,E4.0
People-Body,🤹🏻‍♀️,woman juggling light skin tone,E4.0
People-Body,🤹🏼‍♀️,woman juggling medium-light skin tone,E4.0
People-Body,🤹🏽‍♀️,woman juggling medium skin tone,E4.0
People-Body,🤹🏾‍♀️,woman juggling medium-dark skin tone,E4.0
People-Body,🤹🏿‍♀️,woman juggling dark skin tone,E4.0
People-Body,🧘,person in lotus position,E5.0
People-Body,🧘🏻,person in lotus position light skin tone,E5.0
People-Body,🧘🏼,person in lotus position medium-light skin tone,E5.0
People-Body,🧘🏽,person in lotus position medium skin tone,E5.0
People-Body,🧘🏾,person in lotus position medium-dark skin tone,E5.0
People-Body,🧘🏿,person in lotus position dark skin tone,E5.0
People-Body,🧘‍♂️,man in lotus position,E5.0
People-Body,🧘🏻‍♂️,man in lotus position light skin tone,E5.0
People-Body,🧘🏼‍♂️,man in lotus position medium-light skin tone,E5.0
People-Body,🧘🏽‍♂️,man in lotus position medium skin tone,E5.0
People-Body,🧘🏾‍♂️,man in lotus position medium-dark skin tone,E5.0
People-Body,🧘🏿‍♂️,man in lotus position dark skin tone,E5.0
People-Body,🧘‍♀️,woman in lotus position,E5.0
People-Body,🧘🏻‍♀️,woman in lotus position light skin tone,E5.0
People-Body,🧘🏼‍♀️,woman in lotus position medium-light skin tone,E5.0
People-Body,🧘🏽‍♀️,woman in lotus position medium skin tone,E5.0
People-Body,🧘🏾‍♀️,woman in lotus position medium-dark skin tone,E5.0
People-Body,🧘🏿‍♀️,woman in lotus position dark skin tone,E5.0
People-Body,🛀,person taking bath,E0.6
People-Body,🛀🏻,person taking bath light skin tone,E1.0
People-Body,🛀🏼,person taking bath medium-light skin tone,E1.0
People-Body,🛀🏽,person taking bath medium skin tone,E1.0
People-Body,🛀🏾,person taking bath medium-dark skin tone,E1.0
People-Body,🛀🏿,person taking bath dark skin tone,E1.0
People-Body,🛌,person in bed,E1.0
People-Body,🛌🏻,person in bed light skin tone,E4.0
People-Body,🛌🏼,person in bed medium-light skin tone,E4.0
People-Body,🛌🏽,person in bed medium skin tone,E4.0
People-Body,🛌🏾,person in bed medium-dark skin tone,E4.0
People-Body,🛌🏿,person in bed dark skin tone,E4.0
People-Body,🧑‍🤝‍🧑,people holding hands,E12.0
People-Body,🧑🏻‍🤝‍🧑🏻,people holding hands light skin tone,E12.0
People-Body,🧑🏻‍🤝‍🧑🏼,people holding hands light skin tone medium-light skin tone,E12.1
People-Body,🧑🏻‍🤝‍🧑🏽,people holding hands light skin tone medium skin tone,E12.1
People-Body,🧑🏻‍🤝‍🧑🏾,people holding hands light skin tone medium-dark skin tone,E12.1
People-Body,🧑🏻‍🤝‍🧑🏿,people holding hands light skin tone dark skin tone,E12.1
People-Body,🧑🏼‍🤝‍🧑🏻,people holding hands medium-light skin tone light skin tone,E12.0
People-Body,🧑🏼‍🤝‍🧑🏼,people holding hands medium-light skin tone,E12.0
People-Body,🧑🏼‍🤝‍🧑🏽,people holding hands medium-light skin tone medium skin tone,E12.1
People-Body,🧑🏼‍🤝‍🧑🏾,people holding hands medium-light skin tone medium-dark skin tone,E12.1
People-Body,🧑🏼‍🤝‍🧑🏿,people holding hands medium-light skin tone dark skin tone,E12.1
People-Body,🧑🏽‍🤝‍🧑🏻,people holding hands medium skin tone light skin tone,E12.0
People-Body,🧑🏽‍🤝‍🧑🏼,people holding hands medium skin tone medium-light skin tone,E12.0
People-Body,🧑🏽‍🤝‍🧑🏽,people holding hands medium skin tone,E12.0
People-Body,🧑🏽‍🤝‍🧑🏾,people holding hands medium skin tone medium-dark skin tone,E12.1
People-Body,🧑🏽‍🤝‍🧑🏿,people holding hands medium skin tone dark skin tone,E12.1
People-Body,🧑🏾‍🤝‍🧑🏻,people holding hands medium-dark skin tone light skin tone,E12.0
People-Body,🧑🏾‍🤝‍🧑🏼,people holding hands medium-dark skin tone medium-light skin tone,E12.0
People-Body,🧑🏾‍🤝‍🧑🏽,people holding hands medium-dark skin tone medium skin tone,E12.0
People-Body,🧑🏾‍🤝‍🧑🏾,people holding hands medium-dark skin tone,E12.0
People-Body,🧑🏾‍🤝‍🧑🏿,people holding hands medium-dark skin tone dark skin tone,E12.1
People-Body,🧑🏿‍🤝‍🧑🏻,people holding hands dark skin tone light skin tone,E12.0
People-Body,🧑🏿‍🤝‍🧑🏼,people holding hands dark skin tone medium-light skin tone,E12.0
People-Body,🧑🏿‍🤝‍🧑🏽,people holding hands dark skin tone medium skin tone,E12.0
People-Body,🧑🏿‍🤝‍🧑🏾,people holding hands dark skin tone medium-dark skin tone,E12.0
People-Body,🧑🏿‍🤝‍🧑🏿,people holding hands dark skin tone,E12.0
People-Body,👭,women holding hands,E1.0
People-Body,👭🏻,women holding hands light skin tone,E12.0
People-Body,👩🏻‍🤝‍👩🏼,women holding hands light skin tone medium-light skin tone,E12.1
People-Body,👩🏻‍🤝‍👩🏽,women holding hands light skin tone medium skin tone,E12.1
People-Body,👩🏻‍🤝‍👩🏾,women holding hands light skin tone medium-dark skin tone,E12.1
People-Body,👩🏻‍🤝‍👩🏿,women holding hands light skin tone dark skin tone,E12.1
People-Body,👩🏼‍🤝‍👩🏻,women holding hands medium-light skin tone light skin tone,E12.0
People-Body,👭🏼,women holding hands medium-light skin tone,E12.0
People-Body,👩🏼‍🤝‍👩🏽,women holding hands medium-light skin tone medium skin tone,E12.1
People-Body,👩🏼‍🤝‍👩🏾,women holding hands medium-light skin tone medium-dark skin tone,E12.1
People-Body,👩🏼‍🤝‍👩🏿,women holding hands medium-light skin tone dark skin tone,E12.1
People-Body,👩🏽‍🤝‍👩🏻,women holding hands medium skin tone light skin tone,E12.0
People-Body,👩🏽‍🤝‍👩🏼,women holding hands medium skin tone medium-light skin tone,E12.0
People-Body,👭🏽,women holding hands medium skin tone,E12.0
People-Body,👩🏽‍🤝‍👩🏾,women holding hands medium skin tone medium-dark skin tone,E12.1
People-Body,👩🏽‍🤝‍👩🏿,women holding hands medium skin tone dark skin tone,E12.1
People-Body,👩🏾‍🤝‍👩🏻,women holding hands medium-dark skin tone light skin tone,E12.0
People-Body,👩🏾‍🤝‍👩🏼,women holding hands medium-dark skin tone medium-light skin tone,E12.0
People-Body,👩🏾‍🤝‍👩🏽,women holding hands medium-dark skin tone medium skin tone,E12.0
People-Body,👭🏾,women holding hands medium-dark skin tone,E12.0
People-Body,👩🏾‍🤝‍👩🏿,women holding hands medium-dark skin tone dark skin tone,E12.1
People-Body,👩🏿‍🤝‍👩🏻,women holding hands dark skin tone light skin tone,E12.0
People-Body,👩🏿‍🤝‍👩🏼,women holding hands dark skin tone medium-light skin tone,E12.0
People-Body,👩🏿‍🤝‍👩🏽,women holding hands dark skin tone medium skin tone,E12.0
People-Body,👩🏿‍🤝‍👩🏾,women holding hands dark skin tone medium-dark skin tone,E12.0
People-Body,👭🏿,women holding hands dark skin tone,E12.0
People-Body,👫,woman and man holding hands,E0.6
People-Body,👫🏻,woman and man holding hands light skin tone,E12.0
People-Body,👩🏻‍🤝‍👨🏼,woman and man holding hands light skin tone medium-light skin tone,E12.0
People-Body,👩🏻‍🤝‍👨🏽,woman and man holding hands light skin tone medium skin tone,E12.0
People-Body,👩🏻‍🤝‍👨🏾,woman and man holding hands light skin tone medium-dark skin tone,E12.0
People-Body,👩🏻‍🤝‍👨🏿,woman and man holding hands light skin tone dark skin tone,E12.0
People-Body,👩🏼‍🤝‍👨🏻,woman and man holding hands medium-light skin tone light skin tone,E12.0
People-Body,👫🏼,woman and man holding hands medium-light skin tone,E12.0
People-Body,👩🏼‍🤝‍👨🏽,woman and man holding hands medium-light skin tone medium skin tone,E12.0
People-Body,👩🏼‍🤝‍👨🏾,woman and man holding hands medium-light skin tone medium-dark skin tone,E12.0
People-Body,👩🏼‍🤝‍👨🏿,woman and man holding hands medium-light skin tone dark skin tone,E12.0
People-Body,👩🏽‍🤝‍👨🏻,woman and man holding hands medium skin tone light skin tone,E12.0
People-Body,👩🏽‍🤝‍👨🏼,woman and man holding hands medium skin tone medium-light skin tone,E12.0
People-Body,👫🏽,woman and man holding hands medium skin tone,E12.0
People-Body,👩🏽‍🤝‍👨🏾,woman and man holding hands medium skin tone medium-dark skin tone,E12.0
People-Body,👩🏽‍🤝‍👨🏿,woman and man holding hands medium skin tone dark skin tone,E12.0
People-Body,👩🏾‍🤝‍👨🏻,woman and man holding hands medium-dark skin tone light skin tone,E12.0
People-Body,👩🏾‍🤝‍👨🏼,woman and man holding hands medium-dark skin tone medium-light skin tone,E12.0
People-Body,👩🏾‍🤝‍👨🏽,woman and man holding hands medium-dark skin tone medium skin tone,E12.0
