Group,Representation,Name,Section
People-Body,🧑🏽‍🎄,mx claus medium skin tone,E13.0
People-Body,🧑🏾‍🎄,mx claus medium-dark skin tone,E13.0
People-Body,🧑🏿‍🎄,mx claus dark skin tone,E13.0
People-Body,🦸,superhero,E11.0
People-Body,🦸🏻,superhero light skin tone,E11.0
People-Body,🦸🏼,superhero medium-light skin tone,E11.0
People-Body,🦸🏽,superhero medium skin tone,E11.0
People-Body,🦸🏾,superhero medium-dark skin tone,E11.0
People-Body,🦸🏿,superhero dark skin tone,E11.0
People-Body,🦸‍♂️,man superhero,E11.0
People-Body,🦸🏻‍♂️,man superhero light skin tone,E11.0
People-Body,🦸🏼‍♂️,man superhero medium-light skin tone,E11.0
People-Body,🦸🏽‍♂️,man superhero medium skin tone,E11.0
People-Body,🦸🏾‍♂️,man superhero medium-dark skin tone,E11.0
People-Body,🦸🏿‍♂️,man superhero dark skin tone,E11.0
People-Body,🦸‍♀️,woman superhero,E11.0
People-Body,🦸🏻‍♀️,woman superhero light skin tone,E11.0
People-Body,🦸🏼‍♀️,woman superhero medium-light skin tone,E11.0
People-Body,🦸🏽‍♀️,woman superhero medium skin tone,E11.0
People-Body,🦸🏾‍♀️,woman superhero medium-dark skin tone,E11.0
People-Body,🦸🏿‍♀️,woman superhero dark skin tone,E11.0
People-Body,🦹,supervillain,E11.0
People-Body,🦹🏻,supervillain light skin tone,E11.0
People-Body,🦹🏼,supervillain medium-light skin tone,E11.0
People-Body,🦹🏽,supervillain medium skin tone,E11.0
People-Body,🦹🏾,supervillain medium-dark skin tone,E11.0
People-Body,🦹🏿,supervillain dark skin tone,E11.0
People-Body,🦹‍♂️,man supervillain,E11.0
People-Body,🦹🏻‍♂️,man supervillain light skin tone,E11.0
People-Body,🦹🏼‍♂️,man supervillain medium-light skin tone,E11.0
People-Body,🦹🏽‍♂️,man supervillain medium skin tone,E11.0
People-Body,🦹🏾‍♂️,man supervillain medium-dark skin tone,E11.0
People-Body,🦹🏿‍♂️,man supervillain dark skin tone,E11.0
People-Body,🦹‍♀️,woman supervillain,E11.0
People-Body,🦹🏻‍♀️,woman supervillain light skin tone,E11.0
People-Body,🦹🏼‍♀️,woman supervillain medium-light skin tone,E11.0
People-Body,🦹🏽‍♀️,woman supervillain medium skin tone,E11.0
People-Body,🦹🏾‍♀️,woman supervillain medium-dark skin tone,E11.0
People-Body,🦹🏿‍♀️,woman supervillain dark skin tone,E11.0
People-Body,🧙,mage,E5.0
People-Body,🧙🏻,mage light skin tone,E5.0
People-Body,🧙🏼,mage medium-light skin tone,E5.0
People-Body,🧙🏽,mage medium skin tone,E5.0
People-Body,🧙🏾,mage medium-dark skin tone,E5.0
People-Body,🧙🏿,mage dark skin tone,E5.0
People-Body,🧙‍♂️,man mage,E5.0
People-Body,🧙🏻‍♂️,man mage light skin tone,E5.0
People-Body,🧙🏼‍♂️,man mage medium-light skin tone,E5.0
People-Body,🧙🏽‍♂️,man mage medium skin tone,E5.0
People-Body,🧙🏾‍♂️,man mage medium-dark skin tone,E5.0
People-Body,🧙🏿‍♂️,man mage dark skin tone,E5.0
People-Body,🧙‍♀️,woman mage,E5.0
People-Body,🧙🏻‍♀️,woman mage light skin tone,E5.0
People-Body,🧙🏼‍♀️,woman mage medium-light skin tone,E5.0
People-Body,🧙🏽‍♀️,woman mage medium skin tone,E5.0
People-Body,🧙🏾‍♀️,woman mage medium-dark skin tone,E5.0
People-Body,🧙🏿‍♀️,woman mage dark skin tone,E5.0
People-Body,🧚,fairy,E5.0
People-Body,🧚🏻,fairy light skin tone,E5.0
People-Body,🧚🏼,fairy medium-light skin tone,E5.0
People-Body,🧚🏽,fairy medium skin tone,E5.0
People-Body,🧚🏾,fairy medium-dark skin tone,E5.0
People-Body,🧚🏿,fairy dark skin tone,E5.0
People-Body,🧚‍♂️,man fairy,E5.0
People-Body,🧚🏻‍♂️,man fairy light skin tone,E5.0
People-Body,🧚🏼‍♂️,man fairy medium-light skin tone,E5.0
People-Body,🧚🏽‍♂️,man fairy medium skin tone,E5.0
People-Body,🧚🏾‍♂️,man fairy medium-dark skin tone,E5.0
People-Body,🧚🏿‍♂️,man fairy dark skin tone,E5.0
People-Body,🧚‍♀️,woman fairy,E5.0
People-Body,🧚🏻‍♀️,woman fairy light skin tone,E5.0
People-Body,🧚🏼‍♀️,woman fairy medium-light skin tone,E5.0
People-Body,🧚🏽‍♀️,woman fairy medium skin tone,E5.0
People-Body,🧚🏾‍♀️,woman fairy medium-dark skin tone,E5.0
People-Body,🧚🏿‍♀️,woman fairy dark skin tone,E5.0
People-Body,🧛,vampire,E5.0
People-Body,🧛🏻,vampire light skin tone,E5.0
People-Body,🧛🏼,vampire medium-light skin tone,E5.0
People-Body,🧛🏽,vampire medium skin tone,E5.0
People-Body,🧛🏾,vampire medium-dark skin tone,E5.0
People-Body,🧛🏿,vampire dark skin tone,E5.0
People-Body,🧛‍♂️,man vampire,E5.0
People-Body,🧛🏻‍♂️,man vampire light skin tone,E5.0
People-Body,🧛🏼‍♂️,man vampire medium-light skin tone,E5.0
People-Body,🧛🏽‍♂️,man vampire medium skin tone,E5.0
People-Body,🧛🏾‍♂️,man vampire medium-dark skin tone,E5.0
People-Body,🧛🏿‍♂️,man vampire dark skin tone,E5.0
People-Body,🧛‍♀️,woman vampire,E5.0
People-Body,🧛🏻‍♀️,woman vampire light skin tone,E5.0
People-Body,🧛🏼‍♀️,woman vampire medium-light skin tone,E5.0
People-Body,🧛🏽‍♀️,woman vampire medium skin tone,E5.0
People-Body,🧛🏾‍♀️,woman vampire medium-dark skin tone,E5.0
People-Body,🧛🏿‍♀️,woman vampire dark skin tone,E5.0
People-Body,🧜,merperson,E5.0
People-Body,🧜🏻,merperson light skin tone,E5.0
People-Body,🧜🏼,merperson medium-light skin tone,E5.0
People-Body,🧜🏽,merperson medium skin tone,E5.0
People-Body,🧜🏾,merperson medium-dark skin tone,E5.0
People-Body,🧜🏿,merperson dark skin tone,E5.0
People-Body,🧜‍♂️,merman,E5.0
People-Body,🧜🏻‍♂️,merman light skin tone,E5.0
People-Body,🧜🏼‍♂️,merman medium-light skin tone,E5.0
People-Body,🧜🏽‍♂️,merman medium skin tone,E5.0
People-Body,🧜🏾‍♂️,merman medium-dark skin tone,E5.0
People-Body,🧜🏿‍♂️,merman dark skin tone,E5.0
People-Body,🧜‍♀️,mermaid,E5.0
People-Body,🧜🏻‍♀️,mermaid light skin tone,E5.0
People-Body,🧜🏼‍♀️,mermaid medium-light skin tone,E5.0
People-Body,🧜🏽‍♀️,mermaid medium skin tone,E5.0
People-Body,🧜🏾‍♀️,mermaid medium-dark skin tone,E5.0
People-Body,🧜🏿‍♀️,mermaid dark skin tone,E5.0
People-Body,🧝,elf,E5.0
People-Body,🧝🏻,elf light skin tone,E5.0
People-Body,🧝🏼,elf medium-light skin tone,E5.0
People-Body,🧝🏽,elf medium skin tone,E5.0
People-Body,🧝🏾,elf medium-dark skin tone,E5.0
People-Body,🧝🏿,elf dark skin tone,E5.0
People-Body,🧝‍♂️,man elf,E5.0
People-Body,🧝🏻‍♂️,man elf light skin tone,E5.0
People-Body,🧝🏼‍♂️,man elf medium-light skin tone,E5.0
People-Body,🧝🏽‍♂️,man elf medium skin tone,E5.0
People-Body,🧝🏾‍♂️,man elf medium-dark skin tone,E5.0
People-Body,🧝🏿‍♂️,man elf dark skin tone,E5.0
People-Body,🧝‍♀️,woman elf,E5.0
People-Body,🧝🏻‍♀️,woman elf light skin tone,E5.0
People-Body,🧝🏼‍♀️,woman elf medium-light skin tone,E5.0
People-Body,🧝🏽‍♀️,woman elf medium skin tone,E5.0
People-Body,🧝🏾‍♀️,woman elf medium-dark skin tone,E5.0
People-Body,🧝🏿‍♀️,woman elf dark skin tone,E5.0
People-Body,🧞,genie,E5.0
People-Body,🧞‍♂️,man genie,E5.0
People-Body,🧞‍♀️,woman genie,E5.0
People-Body,🧟,zombie,E5.0
People-Body,🧟‍♂️,man zombie,E5.0
People-Body,🧟‍♀️,woman zombie,E5.0
People-Body,🧌,troll,E14.0
People-Body,💆,person getting massage,E0.6
People-Body,💆🏻,person getting massage light skin tone,E1.0
People-Body,💆🏼,person getting massage medium-light skin tone,E1.0
People-Body,💆🏽,person getting massage medium skin tone,E1.0
People-Body,💆🏾,person getting massage medium-dark skin tone,E1.0
People-Body,💆🏿,person getting massage dark skin tone,E1.0
People-Body,💆‍♂️,man getting massage,E4.0
People-Body,💆🏻‍♂️,man getting massage light skin tone,E4.0
People-Body,💆🏼‍♂️,man getting massage medium-light skin tone,E4.0
People-Body,💆🏽‍♂️,man getting massage medium skin tone,E4.0
People-Body,💆🏾‍♂️,man getting massage medium-dark skin tone,E4.0
People-Body,💆🏿‍♂️,man getting massage dark skin tone,E4.0
People-Body,💆‍♀️,woman getting massage,E4.0
People-Body,💆🏻‍♀️,woman getting massage light skin tone,E4.0
People-Body,💆🏼‍♀️,woman getting massage medium-light skin tone,E4.0
People-Body,💆🏽‍♀️,woman getting massage medium skin tone,E4.0
People-Body,💆🏾‍♀️,woman getting massage medium-dark skin tone,E4.0
People-Body,💆🏿‍♀️,woman getting massage dark skin tone,E4.0
People-Body,💇,person getting haircut,E0.6
People-Body,💇🏻,person getting haircut light skin tone,E1.0
People-Body,💇🏼,person getting haircut medium-light skin tone,E1.0
People-Body,💇🏽,person getting haircut medium skin tone,E1.0
People-Body,💇🏾,person getting haircut medium-dark skin tone,E1.0
People-Body,💇🏿,person getting haircut dark skin tone,E1.0
People-Body,💇‍♂️,man getting haircut,E4.0
People-Body,💇🏻‍♂️,man getting haircut light skin tone,E4.0
People-Body,💇🏼‍♂️,man getting haircut medium-light skin tone,E4.0
People-Body,💇🏽‍♂️,man getting haircut medium skin tone,E4.0
People-Body,💇🏾‍♂️,man getting haircut medium-dark skin tone,E4.0
People-Body,💇🏿‍♂️,man getting haircut dark skin tone,E4.0
People-Body,💇‍♀️,woman getting haircut,E4.0
People-Body,💇🏻‍♀️,woman getting haircut light skin tone,E4.0
People-Body,💇🏼‍♀️,woman getting haircut medium-light skin tone,E4.0
People-Body,💇🏽‍♀️,woman getting haircut medium skin tone,E4.0
People-Body,💇🏾‍♀️,woman getting haircut medium-dark skin tone,E4.0
People-Body,💇🏿‍♀️,woman getting haircut dark skin tone,E4.0
People-Body,🚶,person walking,E0.6
People-Body,🚶🏻,person walking light skin tone,E1.0
People-Body,🚶🏼,person walking medium-light skin tone,E1.0
People-Body,🚶🏽,person walking medium skin tone,E1.0
People-Body,🚶🏾,person walking medium-dark skin tone,E1.0
People-Body,🚶🏿,person walking dark skin tone,E1.0
People-Body,🚶‍♂️,man walking,E4.0
People-Body,🚶🏻‍♂️,man walking light skin tone,E4.0
People-Body,🚶🏼‍♂️,man walking medium-light skin tone,E4.0
People-Body,🚶🏽‍♂️,man walking medium skin tone,E4.0
People-Body,🚶🏾‍♂️,man walking medium-dark skin tone,E4.0
People-Body,🚶🏿‍♂️,man walking dark skin tone,E4.0
People-Body,🚶‍♀️,woman walking,E4.0
People-Body,🚶🏻‍♀️,woman walking light skin tone,E4.0
People-Body,🚶🏼‍♀️,woman walking medium-light skin tone,E4.0
People-Body,🚶🏽‍♀️,woman walking medium skin tone,E4.0
People-Body,🚶🏾‍♀️,woman walking medium-dark skin tone,E4.0
People-Body,🚶🏿‍♀️,woman walking dark skin tone,E4.0
People-Body,🚶‍➡️,person walking facing right,E15.1
People-Body,🚶🏻‍➡️,person walking facing right light skin tone,E15.1
People-Body,🚶🏼‍➡️,person walking facing right medium-light skin tone,E15.1
People-Body,🚶🏽‍➡️,person walking facing right medium skin tone,E15.1
People-Body,🚶🏾‍➡️,person walking facing right medium-dark skin tone,E15.1
People-Body,🚶🏿‍➡️,person walking facing right dark skin tone,E15.1
People-Body,🚶‍♀️‍➡️,woman walking facing right,E15.1
People-Body,🚶🏻‍♀️‍➡️,woman walking facing right light skin tone,E15.1
People-Body,🚶🏼‍♀️‍➡️,woman walking facing right medium-light skin tone,E15.1
People-Body,🚶🏽‍♀️‍➡️,woman walking facing right medium skin tone,E15.1
People-Body,🚶🏾‍♀️‍➡️,woman walking facing right medium-dark skin tone,E15.1
People-Body,🚶🏿‍♀️‍➡️,woman walking facing right dark skin tone,E15.1
People-Body,🚶‍♂️‍➡️,man walking facing right,E15.1
People-Body,🚶🏻‍♂️‍➡️,man walking facing right light skin tone,E15.1
People-Body,🚶🏼‍♂️‍➡️,man walking facing right medium-light skin tone,E15.1
People-Body,🚶🏽‍♂️‍➡️,man walking facing right medium skin tone,E15.1
People-Body,🚶🏾‍♂️‍➡️,man walking facing right medium-dark skin tone,E15.1
People-Body,🚶🏿‍♂️‍➡️,man walking facing right dark skin tone,E15.1
People-Body,🧍,person standing,E12.0
People-Body,🧍🏻,person standing light skin tone,E12.0
People-Body,🧍🏼,person standing medium-light skin tone,E12.0
People-Body,🧍🏽,person standing medium skin tone,E12.0
People-Body,🧍🏾,person standing medium-dark skin tone,E12.0
People-Body,🧍🏿,person standing dark skin tone,E12.0
People-Body,🧍‍♂️,man standing,E12.0
People-Body,🧍🏻‍♂️,man standing light skin tone,E12.0
People-Body,🧍🏼‍♂️,man standing medium-light skin tone,E12.0
People-Body,🧍🏽‍♂️,man standing medium skin tone,E12.0
People-Body,🧍🏾‍♂️,man standing medium-dark skin tone,E12.0
People-Body,🧍🏿‍♂️,man standing dark skin tone,E12.0
People-Body,🧍‍♀️,woman standing,E12.0
People-Body,🧍🏻‍♀️,woman standing light skin tone,E12.0
People-Body,🧍🏼‍♀️,woman standing medium-light skin tone,E12.0
People-Body,🧍🏽‍♀️,woman standing medium skin tone,E12.0
People-Body,🧍🏾‍♀️,woman standing medium-dark skin tone,E12.0
People-Body,🧍🏿‍♀️,woman standing dark skin tone,E12.0
People-Body,🧎,person kneeling,E12.0
People-Body,🧎🏻,person kneeling light skin tone,E12.0
People-Body,🧎🏼,person kneeling medium-light skin tone,E12.0
People-Body,🧎🏽,person kneeling medium skin tone,E12.0
People-Body,🧎🏾,person kneeling medium-dark skin tone,E12.0
People-Body,🧎🏿,person kneeling dark skin tone,E12.0
People-Body,🧎‍♂️,man kneeling,E12.0
People-Body,🧎🏻‍♂️,man kneeling light skin tone,E12.0
People-Body,🧎🏼‍♂️,man kneeling medium-light skin tone,E12.0
People-Body,🧎🏽‍♂️,man kneeling medium skin tone,E12.0
People-Body,🧎🏾‍♂️,man kneeling medium-dark skin tone,E12.0
People-Body,🧎🏿‍♂️,man kneeling dark skin tone,E12.0
People-Body,🧎‍♀️,woman kneeling,E12.0
People-Body,🧎🏻‍♀️,woman kneeling light skin tone,E12.0
People-Body,🧎🏼‍♀️,woman kneeling medium-light skin tone,E12.0
People-Body,🧎🏽‍♀️,woman kneeling medium skin tone,E12.0
People-Body,🧎🏾‍♀️,woman kneeling medium-dark skin tone,E12.0
People-Body,🧎🏿‍♀️,woman kneeling dark skin tone,E12.0
People-Body,🧎‍➡️,person kneeling facing right,E15.1
People-Body,🧎🏻‍➡️,person kneeling facing right light skin tone,E15.1
People-Body,🧎🏼‍➡️,person kneeling facing right medium-light skin tone,E15.1
People-Body,🧎🏽‍➡️,person kneeling facing right medium skin tone,E15.1
People-Body,🧎🏾‍➡️,person kneeling facing right medium-dark skin tone,E15.1
People-Body,🧎🏿‍➡️,person kneeling facing right dark skin tone,E15.1
People-Body,🧎‍♀️‍➡️,woman kneeling facing right,E15.1
People-Body,🧎🏻‍♀️‍➡️,woman kneeling facing right light skin tone,E15.1
People-Body,🧎🏼‍♀️‍➡️,woman kneeling facing right medium-light skin tone,E15.1
People-Body,🧎🏽‍♀️‍➡️,woman kneeling facing right medium skin tone,E15.1
People-Body,🧎🏾‍♀️‍➡️,woman kneeling facing right medium-dark skin tone,E15.1
People-Body,🧎🏿‍♀️‍➡️,woman kneeling facing right dark skin tone,E15.1
People-Body,🧎‍♂️‍➡️,man kneeling facing right,E15.1
People-Body,🧎🏻‍♂️‍➡️,man kneeling facing right light skin tone,E15.1
People-Body,🧎🏼‍♂️‍➡️,man kneeling facing right medium-light skin tone,E15.1
People-Body,🧎🏽‍♂️‍➡️,man kneeling facing right medium skin tone,E15.1
People-Body,🧎🏾‍♂️‍➡️,man kneeling facing right medium-dark skin tone,E15.1
People-Body,🧎🏿‍♂️‍➡️,man kneeling facing right dark skin tone,E15.1
People-Body,🧑‍🦯,person with white cane,E12.1
People-Body,🧑🏻‍🦯,person with white cane light skin tone,E12.1
People-Body,🧑🏼‍🦯,person with white cane medium-light skin tone,E12.1
People-Body,🧑🏽‍🦯,person with white cane medium skin tone,E12.1
People-Body,🧑🏾‍🦯,person with white cane medium-dark skin tone,E12.1
People-Body,🧑🏿‍🦯,person with white cane dark skin tone,E12.1
People-Body,🧑‍🦯‍➡️,person with white cane facing right,E15.1
People-Body,🧑🏻‍🦯‍➡️,person with white cane facing right light skin tone,E15.1
People-Body,🧑🏼‍🦯‍➡️,person with white cane facing right medium-light skin tone,E15.1
